<<<<<<< HEAD
1.889207305908203125e+02
1.920699768066406250e+02
1.942520446777343750e+02
1.955677795410156250e+02
1.926569976806640625e+02
1.893541259765625000e+02
1.879350585937500000e+02
1.895500183105468750e+02
1.944992675781250000e+02
1.967285003662109375e+02
1.972395935058593750e+02
1.963666534423828125e+02
1.966356048583984375e+02
1.979851074218750000e+02
1.972626953125000000e+02
1.968115234375000000e+02
1.947241516113281250e+02
1.978594665527343750e+02
2.076505279541015625e+02
2.130569152832031250e+02
2.165137176513671875e+02
2.201053314208984375e+02
2.211115570068359375e+02
2.238971099853515625e+02
2.236466827392578125e+02
2.215092010498046875e+02
2.192683410644531250e+02
2.219089050292968750e+02
2.229359130859375000e+02
2.272167053222656250e+02
2.314963073730468750e+02
2.364267578125000000e+02
2.359235687255859375e+02
2.359805450439453125e+02
2.392935180664062500e+02
2.423629760742187500e+02
2.417207031250000000e+02
2.422968292236328125e+02
2.383885955810546875e+02
2.340218200683593750e+02
2.203592834472656250e+02
2.207251129150390625e+02
2.228950347900390625e+02
2.201995391845703125e+02
2.278633422851562500e+02
2.260656280517578125e+02
2.316866302490234375e+02
2.394519348144531250e+02
2.429319763183593750e+02
2.422811889648437500e+02
2.448602600097656250e+02
2.404467315673828125e+02
2.391568298339843750e+02
2.402884674072265625e+02
2.424978179931640625e+02
2.423778991699218750e+02
2.399750366210937500e+02
2.341190643310546875e+02
2.335503387451171875e+02
2.333024902343750000e+02
2.377886657714843750e+02
2.385599212646484375e+02
2.386585235595703125e+02
2.418575744628906250e+02
2.454458618164062500e+02
2.463155975341796875e+02
2.459588623046875000e+02
2.446931304931640625e+02
2.455567474365234375e+02
2.407144927978515625e+02
2.435390319824218750e+02
2.436215667724609375e+02
2.409719390869140625e+02
2.348116302490234375e+02
2.373684082031250000e+02
2.281841735839843750e+02
2.241589660644531250e+02
2.259898529052734375e+02
2.205937347412109375e+02
2.244633636474609375e+02
2.250083923339843750e+02
=======
1.125090255737304688e+02
1.122401962280273438e+02
1.122677001953125000e+02
1.118425903320312500e+02
1.118056564331054688e+02
1.213382415771484375e+02
1.286906585693359375e+02
1.328660125732421875e+02
1.367062225341796875e+02
1.385154876708984375e+02
1.344291229248046875e+02
1.361582946777343750e+02
1.366810455322265625e+02
1.395641021728515625e+02
1.408215637207031250e+02
1.421876373291015625e+02
1.417194519042968750e+02
1.448071746826171875e+02
1.483145446777343750e+02
1.479769287109375000e+02
1.473385467529296875e+02
1.472228546142578125e+02
1.498252105712890625e+02
1.503715972900390625e+02
1.520284271240234375e+02
1.585892944335937500e+02
1.550454254150390625e+02
1.543649902343750000e+02
1.538800964355468750e+02
1.539747161865234375e+02
1.554471893310546875e+02
1.552394866943359375e+02
1.577169036865234375e+02
1.594348907470703125e+02
1.625182800292968750e+02
1.623376922607421875e+02
1.583394775390625000e+02
1.561383666992187500e+02
1.522792205810546875e+02
1.533114166259765625e+02
1.514428253173828125e+02
1.499497833251953125e+02
1.460386047363281250e+02
1.468667907714843750e+02
1.478432159423828125e+02
1.508298034667968750e+02
1.549986114501953125e+02
1.579281158447265625e+02
1.633787994384765625e+02
1.641540832519531250e+02
1.663492736816406250e+02
1.659147949218750000e+02
1.672389678955078125e+02
1.666617126464843750e+02
1.681710205078125000e+02
1.692003326416015625e+02
1.693340301513671875e+02
1.685624389648437500e+02
1.694910125732421875e+02
1.666028289794921875e+02
1.673885803222656250e+02
1.661186065673828125e+02
1.670027160644531250e+02
1.677761077880859375e+02
1.692864837646484375e+02
1.700875244140625000e+02
1.737455596923828125e+02
1.738539581298828125e+02
1.748291015625000000e+02
1.697990570068359375e+02
1.627341613769531250e+02
1.673168945312500000e+02
1.685928344726562500e+02
1.695213775634765625e+02
1.665365142822265625e+02
1.648114013671875000e+02
1.637282257080078125e+02
1.664388732910156250e+02
1.680563201904296875e+02
1.678378906250000000e+02
1.672501373291015625e+02
1.683197021484375000e+02
1.677960052490234375e+02
1.685262908935546875e+02
1.712945251464843750e+02
1.720662841796875000e+02
1.700015106201171875e+02
1.692370452880859375e+02
1.691226806640625000e+02
1.675746002197265625e+02
1.706567687988281250e+02
1.716636047363281250e+02
1.727786407470703125e+02
1.729746093750000000e+02
1.797060394287109375e+02
1.868595886230468750e+02
1.901754913330078125e+02
1.894798278808593750e+02
1.843753814697265625e+02
1.814626770019531250e+02
1.763806762695312500e+02
1.746046295166015625e+02
1.756760864257812500e+02
1.777580261230468750e+02
1.816395416259765625e+02
1.830653076171875000e+02
1.835267791748046875e+02
1.850048370361328125e+02
1.846358337402343750e+02
1.839675750732421875e+02
1.860339660644531250e+02
1.893546752929687500e+02
1.924849853515625000e+02
1.934297790527343750e+02
1.960574035644531250e+02
1.990319976806640625e+02
2.002190856933593750e+02
2.002451171875000000e+02
1.994997100830078125e+02
1.989033660888671875e+02
1.991117401123046875e+02
2.002868804931640625e+02
1.974977111816406250e+02
1.980716857910156250e+02
2.020835113525390625e+02
2.054445343017578125e+02
2.089486083984375000e+02
2.098564605712890625e+02
2.088037567138671875e+02
2.102482452392578125e+02
2.112935028076171875e+02
2.128125152587890625e+02
2.111911163330078125e+02
2.084009704589843750e+02
2.141674804687500000e+02
2.145260009765625000e+02
2.168273468017578125e+02
2.136348876953125000e+02
2.128523101806640625e+02
2.132629699707031250e+02
2.156737365722656250e+02
2.169496459960937500e+02
2.166948089599609375e+02
2.181452026367187500e+02
2.172707061767578125e+02
2.143547363281250000e+02
2.041042938232421875e+02
2.026254882812500000e+02
1.996656341552734375e+02
1.939432373046875000e+02
1.920123748779296875e+02
1.917475891113281250e+02
1.948701629638671875e+02
1.972039642333984375e+02
1.985369873046875000e+02
1.954666748046875000e+02
1.921366271972656250e+02
1.905816345214843750e+02
1.921929473876953125e+02
1.969404144287109375e+02
1.991682128906250000e+02
1.994506072998046875e+02
1.984536285400390625e+02
1.987819061279296875e+02
2.001328887939453125e+02
1.994970550537109375e+02
1.989353332519531250e+02
1.968619689941406250e+02
1.999522705078125000e+02
2.097465209960937500e+02
2.151638793945312500e+02
2.183567657470703125e+02
2.218538665771484375e+02
2.227335968017578125e+02
2.253301696777343750e+02
2.251090393066406250e+02
2.228972015380859375e+02
2.206689758300781250e+02
2.234516754150390625e+02
2.245227966308593750e+02
2.288828887939453125e+02
2.332262878417968750e+02
2.381816864013671875e+02
2.375991668701171875e+02
2.377024536132812500e+02
2.409330291748046875e+02
2.440706634521484375e+02
2.432580718994140625e+02
2.438063354492187500e+02
2.399651336669921875e+02
2.356912078857421875e+02
2.222454071044921875e+02
2.229190063476562500e+02
2.254210052490234375e+02
2.229486999511718750e+02
2.304399261474609375e+02
2.290153503417968750e+02
2.343079223632812500e+02
2.421779174804687500e+02
2.455168151855468750e+02
2.441931915283203125e+02
2.469067687988281250e+02
2.420614776611328125e+02
2.406691436767578125e+02
2.419348144531250000e+02
2.441326446533203125e+02
2.439665985107421875e+02
2.418463745117187500e+02
2.359626770019531250e+02
2.356935272216796875e+02
2.357737884521484375e+02
2.402835083007812500e+02
2.411001129150390625e+02
2.412013549804687500e+02
2.441787872314453125e+02
2.479192352294921875e+02
2.484748840332031250e+02
2.480605316162109375e+02
2.467537841796875000e+02
2.475078735351562500e+02
2.426617736816406250e+02
2.454971771240234375e+02
2.456551513671875000e+02
2.431222381591796875e+02
2.369404907226562500e+02
2.398319549560546875e+02
2.306753540039062500e+02
2.268466033935546875e+02
2.287977600097656250e+02
2.236781768798828125e+02
2.272804107666015625e+02
2.281994628906250000e+02
>>>>>>> 72f2edbf36e4135ff9678a48629b58b07d4e1108
