<<<<<<< HEAD
1.096699371337890625e+02
1.094033279418945312e+02
1.094860916137695312e+02
1.091019515991210938e+02
1.090071182250976562e+02
1.182760314941406250e+02
1.253440551757812500e+02
1.295740814208984375e+02
1.336254730224609375e+02
1.356590576171875000e+02
1.319874572753906250e+02
1.336383209228515625e+02
1.342200622558593750e+02
1.372805480957031250e+02
1.387976531982421875e+02
1.400146636962890625e+02
1.398517150878906250e+02
1.428707580566406250e+02
1.460549316406250000e+02
1.458182220458984375e+02
1.454914855957031250e+02
1.453334655761718750e+02
1.479696655273437500e+02
1.485621795654296875e+02
1.500915985107421875e+02
1.566451873779296875e+02
1.532092895507812500e+02
1.527293548583984375e+02
1.521749114990234375e+02
1.521886444091796875e+02
1.537175445556640625e+02
1.533368835449218750e+02
1.559400329589843750e+02
1.576935272216796875e+02
1.607245788574218750e+02
1.604350433349609375e+02
1.565997467041015625e+02
1.544542236328125000e+02
1.504519653320312500e+02
1.516275329589843750e+02
1.496430969238281250e+02
1.481516418457031250e+02
1.443244781494140625e+02
1.450142211914062500e+02
1.459257812500000000e+02
1.485925598144531250e+02
1.528128967285156250e+02
1.556949768066406250e+02
1.613755340576171875e+02
1.621864166259765625e+02
1.645133819580078125e+02
1.642427062988281250e+02
1.655311889648437500e+02
1.651505432128906250e+02
1.666208953857421875e+02
1.677686920166015625e+02
1.677618865966796875e+02
1.670427551269531250e+02
1.677948913574218750e+02
1.648717956542968750e+02
1.655658416748046875e+02
1.641990356445312500e+02
1.650594635009765625e+02
1.658248138427734375e+02
1.672212677001953125e+02
1.681006927490234375e+02
1.716941375732421875e+02
1.718514099121093750e+02
1.728426818847656250e+02
1.679822235107421875e+02
1.609212341308593750e+02
1.654928436279296875e+02
1.665582275390625000e+02
1.675432281494140625e+02
1.646570281982421875e+02
1.628627929687500000e+02
1.618789672851562500e+02
1.642777557373046875e+02
1.658175201416015625e+02
1.656251525878906250e+02
1.653147735595703125e+02
1.662876281738281250e+02
1.659140777587890625e+02
1.666307525634765625e+02
1.692176208496093750e+02
1.700809936523437500e+02
1.681865386962890625e+02
1.674756164550781250e+02
1.672932739257812500e+02
1.657281188964843750e+02
1.687142028808593750e+02
1.696246948242187500e+02
1.708424835205078125e+02
1.711107025146484375e+02
1.776959991455078125e+02
1.848776245117187500e+02
1.882380371093750000e+02
1.877521820068359375e+02
1.826968231201171875e+02
1.799146728515625000e+02
1.746574707031250000e+02
1.727523651123046875e+02
1.737636718750000000e+02
1.756813507080078125e+02
1.795480651855468750e+02
1.808171539306640625e+02
1.812828674316406250e+02
1.826021423339843750e+02
1.821414184570312500e+02
1.816029968261718750e+02
1.837778930664062500e+02
1.872108612060546875e+02
1.904426574707031250e+02
1.915090332031250000e+02
1.941291656494140625e+02
1.970702667236328125e+02
1.982615814208984375e+02
1.983409576416015625e+02
1.976062316894531250e+02
1.970170898437500000e+02
1.971868133544921875e+02
1.983075561523437500e+02
1.954560699462890625e+02
1.959933624267578125e+02
1.999114379882812500e+02
2.032133483886718750e+02
2.068454742431640625e+02
2.077252655029296875e+02
2.067755432128906250e+02
2.082777709960937500e+02
2.092850341796875000e+02
2.108993225097656250e+02
2.093005523681640625e+02
2.065084533691406250e+02
2.122988739013671875e+02
2.125165252685546875e+02
2.149147338867187500e+02
2.116595916748046875e+02
2.107677154541015625e+02
2.112548217773437500e+02
2.134465484619140625e+02
2.148949279785156250e+02
2.145384368896484375e+02
2.160967407226562500e+02
2.151632843017578125e+02
2.122830505371093750e+02
2.019495544433593750e+02
2.002954864501953125e+02
1.972349548339843750e+02
1.913775177001953125e+02
1.895480041503906250e+02
